text,label,rate
chat luong san pham tuyet voi chat luong san pham tuyet voi rat dang tien,POS,5
rong k cho doi,NEG,2
mau ko dung nhu trong hinh,NEG,2
vai xau,NEG,1
dong goi san pham rat dep va chac chan nhung hoi chat so voi minhg,NEU,3
giong hinh chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
giao hang rat nhanh hang cung dep nua,POS,4
qua n na y mi nh khong duo c ma c va n gu i ta ng shop 5 sao vi tinh tha n tra ch nhie m,POS,5
rat dang tien,POS,4
gui thieu hang nhung khi hoi thi chi nhan b bam hoan tra di roi shop kiem tra lai nhung mai k thay shop kiem tra va hoan tra,NEG,1
bao ngon nhe,POS,5
chat luong san pham tuyet voi hop do van chuyen bi bop meo nhung giay thi ung lam,POS,5
son ly lau troi nhung nhuoc diem la dung xong moi kho qua,POS,4
thoi gian giao hang nhanh,POS,4
chat luong san pham okie,POS,4
dung giay lau nhe troi het sach luon,NEG,1
kieu dep vai chua dep ka ki min ok luon,POS,5
ao rong mac dep,POS,4
vai day dan nhung mau ko duoc sang tuoi nhu anh,POS,4
dang tien,POS,5
mac kha la oke phoi do unisex thi dep het cho che,POS,4
ni long ko ah chat luong san pham rat kem,NEG,1
ma cai no hoi nang nhung khong sao,POS,4
vai khong mong va mau rat dep nhat dinh m se ung ho tiep,POS,5
rat dang tien,POS,5
ma gia lai rat ok,POS,5
vai tot,POS,4
quan hoi ngan mac du minh da chon size xl,NEG,2
thoi gian giao hang rat nhanh tien nao cua day,POS,5
giao hang nhanh dong goi rat can than,POS,5
chat vai dep am mua dong mat ve mua he duong may chac chan,POS,5
rat dang tien,POS,5
shop giao nham mau cho minh,NEG,2
co hot hot ben trong nhu cat min khong biet nhu the nao vi moi lan dau sd loaii ta nay,NEU,3
chat lieu qua la chim ung luon,POS,5
ao ko giong mau va dinh mau,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot,POS,5
thich ghe,POS,5
rat dang tien dong goi san pham rat dep va chac chan,POS,5
giao hang nhanh,POS,4
mau ko dc sang trang van pha vang hoi han khi mua san pham nay,NEG,1
ao on so voi gia tien,POS,4
shop giao nham mieng thep da nang,NEG,1
ma ao mac thi oke,NEU,3
chat vai xau,NEG,1
hoi rong n vai dep,NEU,3
san pham y nhu hinh,POS,4
chat luong tot mem dung rat thich,POS,5
vai kho tay ban v,NEG,2
ban hoi to nen hoi tho,NEG,2
ao day min dep kg co diem nao de che,POS,5
dat mau cam champagne ma shop giao nham mau vang,NEG,1
xinh het phan thien ha luonn,POS,5
hang bi thao tay ao co van chi giong nhu da dc su dung,NEG,2
ao dep,POS,4
vai mong rat khong dang tien,NEG,1
rat ung y,POS,5
dung xong cam giac da sach va min,POS,4
ao kha day dan form y hinh shop gui hang nhanh,POS,5
san pham kem chat xau cap quan ko co dan thoai mai,NEG,1
giao hang nhanh nua,POS,4
shop de thuong,POS,4
okey,NEU,3
ao dep mat,POS,4
be rat yeu,POS,5
shop khau va lai,NEG,1
tui dep chat da dep,POS,4
ao dep chat thich nen phai mua them chiec nua,POS,5
san pham y nhu hinh,POS,4
minh mua hang ve xai lac bao nhiu cung bi von cuc het ak,NEG,2
nhung thoi tien nao cua nay,NEU,3
k nhin dc luon chu sao ma xai,NEG,1
giong do choi cua e tre nho,NEG,2
banh ngon,POS,4
dung nen ban nhung chiec ao nhu vay nua nhe du la re nhug ban buon vay thi k ai vao shop ban nua ao k the mac dc qua te,NEG,1
vai dep vai rata dep gia ok cuc xinh cuc xinh moi nguoi ung ho shop di,POS,5
ao mac rat thich va vua nguoi,POS,4
chat luong san pham tuyet voi,POS,5
cac ban gai thoai mai tu tin yen tam ve thoi trang khong lo ve gia cua shop nha,POS,4
giay dep phu hop voi gia tien,POS,4
mau sac ok nhung chat luong ko tot lam,POS,4
chat xau cu xop xop mac vao kho chiu,NEG,1
minh mua size cho me 60 kg mac vua me thich lam,POS,5
nhung chuyen khong dung size da dat hang,NEG,2
lua dao giao hang loi,NEG,1
hang dep rat mem va nhe,POS,4
ao dep giao hang nhanh,POS,5
diem tru son khong li nhu mo ta,NEG,2
chu shop de thuong chat luong san pham tuyet voi,POS,5
noi chung la kha hai long,POS,4
gia thi dung con san pham thi k,NEG,1
rat vua van,POS,4
hang giong hinh nhung vai k giong,NEG,2
giu nhie t k dc lau du nhin rat dep,NEG,2
sach xinh qua,POS,5
cam on shop,POS,4
tay ao hoi ngan chat luong tot phu hop voi gia tien,POS,4
san pham k nhu y muon,NEG,2
dong goi sp chac chan time giao hang nhanh,POS,5
chip gi ma dep me ly the nay chat lieu lai con mem mai nua chu,POS,5
mac rat ngan,NEG,2
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien rat dang tien thoi gian giao hang rat nhanh,POS,5
hang ok do,POS,4
chat lieu vai qua xau duong may au,NEG,1
minh lay cho khach ma lai ko dung mau,NEG,1
ao dep nha cac bay by,POS,5
vai ok lam a nhat dinh ung ho shop lan sau,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh rat dang tien noi chung phom quan dep hon cho khac co cung kieu dang co dieu quan ngo meo vai hoi mong con lai vai vs chat lieu deu tot gia hop ly se con mua them,POS,5
tao lao chi nao,NEG,2
cam on shop nhieu that nhieu,POS,4
ao rat dep chat vai dung nhu mieu ta,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh mua lan thu 3 rat ung y cho shop 10 sao luon,POS,5
dam mac dep lam,POS,5
se ung ho shop tiep 3,POS,5
giay qua xau,NEG,1
co dieu ib doi hoi lau,NEG,2
mu i thom de chi u,POS,4
bo chan ga mem lam shop a,POS,4
lan dau va cung la lan cuoi cung,NEG,1
rat ung y,POS,5
mau dep chat luong tot va gia qua re mau hong nay dep va khong he ken da ti nao,POS,5
chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi,POS,5
vai khong duoc ok lam,NEG,2
chat luong san pham tuyet voi,POS,5
shop phuc vu rat tot,POS,5
vai bi moc,NEG,1
dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh chua cat chi ki vai hou tho,NEU,3
nhu de lau nha,NEG,1
ao quan dep lam gia lai tot chu shop nhiet tinh co nhieu deal gia tot,POS,5
form quan dep vai co gian tot ban chu shop rat nhiet tinh,POS,5
ao rat tot dang cung ok,POS,5
like,POS,5
ao qua rong chat luong san pham tam duoc,NEU,3
form quan xinh lam a,POS,5
thieu ao,NEG,2
cho 10 luon chat luong san pham tuyet voi thoi gian giao hang rat nhanh,POS,5
qua n ma c no ng co da n ke m,NEG,1
shop ban hang dung chat luong,POS,4
ao ok lam nha shop tu van size hoi rong cac ban tru hao 2 4 cm la vua ng lun ak,POS,4
ao hoi nho shop oi,NEG,2
bi chat dang trong thoi gian cho doi,NEG,2
ung ho shop,POS,4
mua 5 cai gui dung 1 cai sai 4 cai,NEG,2
chat luong san pham tuyet voi,POS,5
mua cua xunie nhieu roi chua bao gio that vong,POS,5
shop gui dung mau,NEU,3
excellent product quality excellent packaging excellent seller service quality excellent value excellent delivery speed,POS,5
moi toi di mua quan moi de hop vs giay <num> k,POS,4
kinh dep,POS,5
kieu dang dep tre trung,POS,4
dep ma oi luon,POS,5
chat lieu qua te,NEG,1
dep a 3,POS,5
doi mau den bi sut da 1 chut nhu hinh,NEG,2
chat luong san pham tuyet voi nen mua shop rat nhiet tinh de thuong,POS,5
mac thoai mai,POS,4
dong goi san pham chac chan,NEU,3
nhung van thay dep ok,NEU,3
san pham ko co nhan mac mieng tag ngay co ao cung bi cat mat,NEG,1
do dep shop dua dung mau giao hang nhanh,POS,4
ao nay la khoi ban mien che luon ao rat cute vai dep tot,POS,5
hang k dc dep tam,NEU,3
tuyet voi ong mat troi,POS,5
ao mong nhung min va mat hang y hinh rat ok,POS,5
chat luong san pham nhin chung kha tot con co tot nua hay khong con tuy thuoc vao tay cua minh noi chung lan dau mua cua shop ung lam,POS,5
giao hang nhanh tu van nhiet tinh,POS,5
hang k giong nhu hinh lam ak,NEG,2
shop phuc vu rat tot,POS,5
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh toi nay an se danh gia chat luong sau hang ngon cac ban vao ma mua nhe,POS,5
minh mua 1 ao khoac va 1 somi ca hai deu size l,NEU,3
dam rat dep rat dang tien,POS,5
shop phuc vu qua te k cho tra hang shopee cung k goi hoi nguoi mua mac nhien xu k cho tra hang voi ly do nguoi ban k dong y,NEG,1
dat mau den giao nham mau nau nhung van rat hai long vi ao len rat dep chat vai cuc thich,POS,4
vai day dan form dep cuc ko uong cong cho doi,POS,5
bo cua me thi vua in shop tu van nhiet tinh,POS,4
chat luong san pham rat kem rat khong dang tien lan sau khong mua o shop nay,NEG,1
tuy nhien mau ao 1 kieu nhung khi nhan duoc ao thi qua dai,NEG,2
se ung ho shop dai dai,POS,5
co nhu cau lan sau se ung ho shop,POS,5
ao mo ta gan giong hinh co ao khong giong hinh mau,NEG,2
nach may bi loi,NEG,1
ao mong va con so chi,NEG,2
rat tot va dep chi co mau hoi khac hinh dong goi san pham rat dep va chac chan,POS,5
chat luong san pham tam duoc shop phuc vu tam duoc,NEU,3
gia ca hop ly,POS,4
minh cao 1 m65 nang 53 kg nhung mac hoi rong co le vi ca 2 ao deu co form rong va co ao somi hoi xau,NEG,2
form rong nhu hinh nhe,NEU,3
chat luong san pham tuyet voi minh rat hai long,POS,5
giao hang cung rat nhanh minh se mua ung ho them,POS,5
deo kich chan,NEG,2
shop phuc vu tot,POS,4
chat luong san pham tuyet voi,POS,5
shop de hinh huong hoa ma giao mui go cho mh chan that,NEG,2
1 chu thoi dep 3,POS,5
vai ok minh 60 kg bi chat,NEG,2
shop phuc vu nhiet tinh chat luong sx tot se tiep tuc ung ho shop,POS,4
shop thi rat nhiet tinh,POS,5
1 a o bi ra ch 1 lo 1 a o giao ko du ng ha ng,POS,4
ao hon ngan,NEG,2
thoi gian ship khong nhanh lam nhung hang rat dep nhin me da man d cute nx se ung ho shop dai,POS,5
duong chi may loi da vay dai quan rach nhieu mo ra mang thu thi bung het chi,NEG,1
se ung ho lan sau,POS,5
nhin chung thi sp cua chinh hang nen trong van rat ok nhung chua su dung nen chua the danh gia sau dc,NEU,3
order mau sua thi shop ship sang mau xam ca quan baggy lan yem deu tu mau sua nhung hang nhan duoc la xam dung noi la lam ca 2 okey do re minh ko doi hoi nhieu nhung dung cau tha toi muc ko vat so mac yem ma day yem vai tua tum lum thay ghe,NEG,1
rat dep,POS,5
hang dep shop rat nhiet tinh chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
lam 1 lan bay gio khong con thay 1 con nao lun a troi,POS,4
gia tot,POS,4
tui bi loi o khoa lan dau mua bi vay nen khong bao gio mua nua,NEG,1
shop phuc vu rat tot,POS,5
rat thom,POS,4
dep,POS,4
cam thay hai long ve san pham,NEG,2
chat luong sp,NEU,3
co ko giong hinh,NEG,2
ao dep lam a vati hoi nhan 1 ty nhung khong sao,NEU,3
chat o canh tay,NEG,2
hang dep giong hinh tuy nhien ko hop nguc minh lam,POS,4
on chi thua con nhiu k vat so,NEG,2
vai tho cai trang mac vua cai den nho xju mau trang nhjh do,NEG,1
chat luong san pham tuyet voi chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi chat luong san pham tuyet voi,POS,5
moi toi bi loi,NEG,1
re nen ko dam doi hoi cao nhung nhan hang xong ko nghi den noi nay,NEG,1
hang vl,NEU,3
nhanh chong mat,NEG,2
minh mua 2 tui va chat luong kha ok,POS,4
co 1 van de nho do la ben giao hang nhanh ho giao hang qua cham,NEG,1
ao dep de mac va phoi do,POS,4
vai dep mac mat,POS,4
don hang thu 4 cua minh o leoshop,NEU,3
ao chi can 2 tu de dien ta do la 2 tu tuyet voi,POS,5
thoi gian giao hang rat nhanh,POS,5
bang mau mat can dong goi ki hon bi roi phan nhieu qua,NEG,2
cai nay de thuong lam vai dep va dang dat them cai nua,POS,4
se con ung ho shop chuc shop luon dat hang a,POS,4
san pham chat da ca form rong co the mang 1 cai sweater mau trang ben trong van duoc hang rat dep rat dang tien,POS,5
chat len min dep dc doi sang mau hong rat ung,POS,5
se ung ho shop dai dai,POS,5
dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh,POS,5
dang tien,POS,4
chat luong san pham tuyet voi,POS,5
vay mau ghi nho hon mau den 1 chut nen hoi chat voi minh,NEG,2
sp phu hop voi gia tien,POS,4
ao hoi mong khong giong chat lieu len,NEG,2
dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh rat dang tien,POS,5
de e trang tri roi chup tang shop hinh,NEU,3
bao gia bao chat bao luon ca vai,POS,5
giay dung nhu hinh a giao le nua trua hom qua order trua hom nay co 3,NEU,3
mau giong hinh nhung mong,NEU,3
quan be so voi loi ghi tren quang cao cua shop chat luong san pham tot,POS,4
mau sac dung nhu hinh,POS,4
thoi gian giao hang rat nhanh nhung chat quan khong thich lam quan chat vai du chu khong phai kaki,NEU,3
nhung thoi gian giao hang rat rat lau,NEU,3
nguoi ban co tam nhat quat dat,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
size xl nen hoi to,NEU,3
dong goi san pham rat dep va chac chan,POS,5
vien co va bo tay deu khong co,NEG,1
sieu ung,POS,4
dung ok lam nhe,POS,4
du chat luong co tot the nao di nua ma cach lam viec the nay thi minh xin cho 1,NEG,1
tuy nhien chi ban hang rat vui tinh nen se ung ho shop dai dai,POS,5
chat luong san pham kem,NEG,1
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh rat dang tien,POS,5
shop cham soc kh tot cho 5 sao vi thai do,POS,4
ao vai dep form chuan,POS,4
ong quan xau,NEG,1
mu de tam em be thi bi may mon khac dam lam rach teng beng,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan nhung co hon rong mot chut,POS,5
danh gia shop cao vi dat hang k co chon mau nhung shop van de y phan luu y ma kh de lai,POS,5
shop phuc vu rat tot,POS,4
ao re ma dep lam luon 3,POS,5
yeu shopp,POS,4
ao dep nhung de bi phai,NEU,3
chat vai day dan giao hang nhanh rat hai long ve shop,POS,4
chat luong san pham tuyet voi hang mac dep them chi chu tu van cuc tam ly luon mua do o day tui ton tien qua troi cu mua lai thay do dep,POS,5
chat lieu vai ok nhung size to qua khong mac vua hic,NEG,2
gio chi trung thanh voi dong son nay,POS,5
phu hop voi gia tien,POS,4
nguoi minh cao nhung nho nhan mac van hoi chat nen ai to hon mac chac chan ko tho noi dau 3,NEG,2
ao len rat hop de mac trong ao khoac khong qua day khong qua mong cung khong bi nhao bai xu mua 2 cai chat giong nhau khong co truong hop loai nay lai chat khac,POS,4
chat luong san pham phu hop voi gia,POS,5
chat luong san pham tuyet vo i rat dang tien,POS,5
check code dung hang,POS,4
rat hai long voi sp nay,POS,5
rat dang tien ko khac gi mua o made in vietnam,POS,5
xai k thay hieu qua gi,NEG,1
<num> k 2 doi thi gia kha hop ly,POS,5
chat lieu hoi mong 1 chut shop phuc vu rat tot thoi gian giao hang rat nhanh,POS,4
hen la co truoc thu 6 tuan truoc vi minh dan la minh can gap den tan bay gio moi giao,NEG,1
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot se tiep tuc mua hang cua shop,POS,5
san pham tot se tiep tuc ung ho shop,POS,4
dong goi san pham ki,POS,4
mau khong duoc dam nhu trong hinh,NEG,2
hang ung y chat luong san pham tuyet voi,POS,5
hang ko chuan size chut nao that vong qua lay size m be qua ko vua cho dua chau luon quay lai lay them cai size l van the qua tha t vong luon,NEG,1
nhung cu ng ma t cong do i ha ng va y la cu ng duo c ro i,POS,4
rat dang tien thoi gian giao hang rat nhanh shop phuc vu rat tot chat luong san pham tuyet voi ao dep lamm,POS,5
size m nhung hoi rong minh 57 kg,NEG,2
mau sac rat dep sac sao,POS,5
dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien chu shop rat de thuong nhiet tinh,POS,5
van biet la tien nao cua nay nhung k nghi chat xau nhu vay,NEG,1
se ung ho shop dai dai,POS,4
vai tho oi la tho,NEG,1
giao hang k co tam do dac meo het giao hang bi tre,NEG,1
mau xanh ben ngoai ko tuoi nhu hinh,NEG,2
ao mau khong giong hinh bat luc vs shop,NEG,1
mk dat mau hong ma shop thui mau vag cug tam vay,NEG,2
ao rong so voi minh gia re nen vay la ok,POS,4
chat luong san pham tuyet voi lai dc tang them qua nho xinh nua tks shop nhe,POS,5
nhung moi toi shop ship hang lau qua,NEG,2
san pham bang nhua ko phai inox khong lap vao voi duoc,NEG,1
thoi gian giao hang nhanh shop tu van de thuong,POS,5
thoi gian giao hang rat nhanh,POS,4
dat trang tay do nhg shop giao do tay trang,NEG,1
chat vai mat dang ao nhu hinh noi chung vuot mong doi,POS,5
san pham co gian ok lam chat vai mat nua,POS,4
minh rat thich nhung chiec quan dc boc rieng tung tui theo kieu nhat nhu the,POS,4
vai dep form dep,POS,4
ao giong hinh,POS,4
sp tam duoc,POS,4
vai mong dinh,NEG,2
shop phuc vu rat tot,POS,5
san pham gan giong voi hinh anh dong goi san pham tam duoc,NEU,3
mong muon doi lai cung khong cho,NEG,1
doi lau nhung shop rat nhiet tinh,POS,4
dep lem shop,POS,4
dep,POS,4
du sao cung cam on shop,POS,4
shop phuc vu rat tot vai dc tai minh luoi ui nen vai giat bi nhan minh k thich thoi gian giao hang nhanh dong goi san pham chac chan chat luong san pham tot,POS,4
chat dep mac thoai mai,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh rat dang tien rat dang tien rat dang tien rat dang tien,POS,5
dat hom qua,NEU,3
son ma u de p k bi bo t,POS,4
nhung ko tham nhu quang cao kieu tam tranh hon la tham,NEG,2
hang chuan hinh mat na om sat kha day dan nhieu duong chat nhung minh khong thay ro mui tra xanh lam,POS,4
vai ok nhung in xau,NEG,2
hang dep chat lieu rat dep,POS,4
chat luong sp so voi gia on nha shop,POS,5
lon mau mua mau trang ma shop goi mau den,NEG,2
hang tam duoc chi co moi cai nhan phia truoc k co gi chung minh hang chinh hang,POS,4
dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh giay bi ban mot chut,POS,4
bjo dem ik sua cug tien k ak mua 6 7 sp ma co ao fin la ug y thoi re ma vai mat min con tac ca diu te wa that te lam nha 42 ki dua do co 52 ki vua,NEG,1
ung y,NEU,3
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan mac rat dep,POS,5
in de bong troc,NEG,2
ao rong phan nach nen hoi bi nhan mau do hong chu ko phai do tuoi,NEG,2
dat mua 2 bo shop chon kheo qua ca 2 bo 2 cai quan deu rach tui a,NEG,1
cho shop 10 sao chuc shop dat hang nha dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien,POS,5
shop rat nhiet tinh,POS,4
ok lam luon nhe dung mau minh chon luon,POS,5
k dang tien,NEG,1
show co tam,POS,5
chua sd nen chua biet kq,NEU,3
shop phuc vu tot nhiet tinh phan hoi nhanh,POS,4
chat luong tot,POS,4
hang y hinh,POS,4
ao hoi ngan va nho ko dc nhu hinh,NEG,2
phom xuon rong,POS,4
nhin hinh minh cu tuong tay lo,NEG,2
mua 5 ao nhung 1 ao bi loi ma gia re nen cx dc em cho 4 sao nhe,POS,4
cung duoc,NEU,3
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chat luong san pham tuyet voi,POS,5
giay xinhh hop dep chat okk chu shop rep nhanhh se ung ho lan <num>,POS,5
co duong may rat lo gui hoan hang thi may ngay moi thay rep,NEG,2
quan qua dep luon a,POS,5
ke tu day bat dau la liem shop 33,POS,4
gia tot minh mua khi co deal nen chi 64 k chai date rat moi sx thang 6 <num> hai long,POS,4
khong phai hang chinh hang dgw nhe nhung di cung tam duoc,POS,4
duong may xau,NEG,2
chu shop de thuong nhiet tinh,POS,5
vi chat,NEG,2
cam on shop,NEU,3
ung de so a,POS,4
duog may sau nhieu loi nhu hang cho,NEG,1
gia ca hop ly chat luong san pham ok,POS,4
gia ca chap nhan duoc,POS,4
chat luong san pham tuyet voi dep va gia thanh qa re toi rat thich rat dang tien dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh yeu shop,POS,4
lun lun tin tuong,POS,5
chat luong san pham tuyet voi ao rong dep phu hop cho ca nguoi beo va gay,POS,4
ao dep vua tien nhung size m thi nhin tuong duong voi size s,POS,4
ao dep vai voan mac mat,POS,5
ao trang mong,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chu shop nhiet tinh giay rat ung,POS,5
se ung ho shop o nhung sp tiep theo,POS,5
gia tot,POS,4
nhung may la mau shop giao cung dep nen van cho 5,POS,4
chat luong san pham tuyet voi,POS,5
ao vai dep nhg minh mac thay hoi beo,POS,4
nho qua,NEG,2
bon lua dao tao mua quan tang vo ma lai gui cho tao cai quan rach da the con khong cho xem san pham truoc mat tien ma van bi vo mang cho lam an that duc qua,NEG,1
chat luong tot,POS,5
vay re ma xinh qua luon vai dep nua,POS,4
minh tinh cho 3 sao nhung vi ao dep nen cho4 sao,NEU,3
san pham khi mac hoi rong va qua dai doi voi toi,NEG,1
vo hop hoi cu rach tui ben trong cung cu,NEG,2
loi may nhiu chi thua nhan nhiu lai,NEG,2
dong goi san pham rat dep va chac chan chat luong phu hop gia tien,POS,5
mau toi hon trong hinh chat dep rat dang tien,POS,5
mem va em tay lam,POS,4
4 con ma co 1 con nho hon goi ki can than nhan vien giao hang nhiet tinh,POS,4
dong goi san pham chac chan shop phuc vu rat tot,POS,5
thoi gian giao hang rat nhanh san pham oke ban nhe,POS,5
chu shop rat nhiet tinh,POS,4
ao do may hoi loi,NEU,3
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien,POS,4
vai pha nilon nhieu,NEG,1
chat luong san pham tuyet voi rat dang tien,POS,5
vai ao giong 100 k 3 cai cho troi hay ban vai giong lau lon qua di mau ko giong ngat luong do that duc dam gat ca ba ngoai ha con,NEG,1
sp bi ban khong dang tien,NEG,2
tui dep ngoai suc tuong tuong,POS,4
quan jean dep ma size nho qua,NEG,2
nhan sai hang xin tra hang va thanh toan tien lai chat luong san pham tuyet voi chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,POS,5
chat luong san pham tuyet voi qua ngon nhung hoi meo,POS,4
ao giong hinh vai dep,POS,4
vai rat dep se con ung ho shop dai dai,POS,5
cac me ma co con nho da nhay cam thi nen can nhac mua bim nay nhe,NEG,1
la i them tie p tu c u ng ho chi nu a,POS,5
dong goi san pham rat dep va chac chan,POS,5
san pham giong hinh,POS,4
tien nao cua nay,NEU,3
se tiep tuc ung ho shop,POS,5
vai ko nhu mong muon,NEG,2
quan dep,POS,4
giay co form,NEU,3
rat ung y,POS,5
lan thu 2 mua hang cua shop va rat ung y rao hang cug rat nhanh nua,POS,5
ship hang da cu,NEG,1
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan vai dep vay nhu hinh co chu shop nhiet tinh de thuong,POS,5
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh rat dang tien nhung ma sao shop lai giao sai mau ao,POS,4
chat luong san pham tuyet voi,POS,4
hang giao cham ko co dong goi ma quan bang keo ben ngoai nen hang bi do tai tho,NEG,1
dung tot doi them thoi gian nua xem co hieu qua khong,NEU,3
do xinh nhung dich vu cham soc kha ch hang hoi kem,NEG,2
chat luong san pham tuyet voi chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh rat dang tien,POS,5
quan khong co tui truoc,NEG,2
ok voi gia thanh,POS,4
chat luong san pham tuyet voi chun hoi rong 1 chut,POS,4
noi chung duoc hai long,NEU,3
mau dam hon so voi anh,NEG,2
chat luong san pham tuyet voi hoi bi ban o co ao chac do tay so nhieu shop uy tin,NEU,3
chat k phai lua cung m phai phi lua,NEG,1
san pham cuc dep luon,POS,5
hang dep day va giao mau rat dung voi yeu cau se ung ho shop tiep,POS,5
chat vai minh ko ung lam nhung shop phuc vu rat tot dong goi san pham rat dep va chac chan,NEU,3
san pham tot thoi gian giao hang rat nhanh shop dong goi ki luong,POS,5
ao dung hinh mac len rat sang va mat,POS,5
lan nao cung vay,NEU,3
rat rat rat la hai long lan dau tien co shop lam minh hai long den vay san pham rat chi la ok,POS,5
quan mem va mong mat,POS,4
chat luong san pham tuyet voi hang rat dep de thuong lam rat dang tien shop phuc vu rat tot tu van nhiet tinh de thuong noi chung la,POS,5
ao nho,NEG,2
gau mem min dep nhe like,POS,5
nhung giao hang khong dung ngay gay kho khan trong viec nhan hang,NEU,3
chat luong san pham tuyet voi,POS,5
giao hang nhanh khong the ngo,POS,4
replica,POS,4
ao dep khong the ta,POS,5
em se ung ho shop nua a,POS,5
co ng gioi thieu shop mua,NEU,3
vo to nhung keo it,NEG,2
cung tam duoc,NEU,3
chat duoc duong may hoi loi xiu phu hop gia thanh,POS,4
hang ok nhe shop,POS,4
chat luong san pham tam duoc chat luong san pham tuyet voi,POS,4
lam t2 mua cua shop,POS,4
re ma k ung y k su dung dc thi cung nhu k,NEG,2
dac biet do minh nhan rat hai long nhe a,POS,5
ao nay ko the thieu mix voi ti ti thu nhe len mem muot tay nhe,POS,5
ong tay khong rong nhu hinh dong goi san pham rat dep va chac chan,POS,4
nhat dinh se con mua o shop dai dai,POS,5
vai xau,NEG,1
giao hang nhanh,POS,4
somi may day dan dep ne,POS,5
chat luong san pham tuyet voi rat dang tien,POS,5
shop giao hang nhanh dung size dung mau,POS,5
minh ui so nhe nhat nhung vua dat len da bi chay,NEG,2
thoi gian giao hang rat nhanh,POS,4
sac khong day luc nhan luc khong de dt 1 cho cu bao ket noi roi mat ket noi lien tuc pin xac 8 tieng moi day xac nguoc lai cho dien thoai duoc dung 2 lan het pin chat luong san pham rat kem,NEG,1
qua qua mong tien nao cua nay,NEU,3
shop phuc vu rat tot,POS,5
ao mac de chiu nhung giat bi do mau va vai kho tham mo hoi nuoc mat kieu ao dep thich nhat la tay ao em mua 3 sp va rat ung i lan sau se tiep tuc ung ho shop,POS,4
ao bi ban nhu kieu dinh muc o 1 ben ong tay,NEG,1
khong noi ro san pham chuong trinh lam khach nham tuong la chi co <num> k duoc dung ca nam chu ko phai dang ky moi thang mat 90 k,NEG,1
chu shop nhiet tinh phuc vu chu dao goi hang can than,POS,5
tuyet voi,POS,5
chi chu shop nhiet tinh va de thuong qua chung,POS,5
shop giao nham mau cho e r e dat mau trang ma lai giao mau den,NEG,2
rat dang tien,POS,5
thoi gian giao hang rat nhanh,POS,5
chat on shop phuc vu rat tot,POS,5
tam ok,NEU,3
ao chat nilon mong va rap da,NEG,2
noi chung la thich hon sp minh da mua cho khac k co hoa tiet,NEG,2
chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien giao hang sieu nhanh a,POS,5
nhan tin ko rep mat me cai ao 80 k lam an nhu the ha goi hang nhu cung co hon,NEG,1
quan lem mau ao bi loi,NEG,2
chat luong san pham rat tuyet voi hoi rong so voi nguoi cua em thoi a,NEU,3
se comeback khi vi het chay,POS,5
